age,weekly_watch_hours,skip_rate,avg_rating_given,logins_per_week,subscription_type,content_diversity_score,days_since_last_login,notifications_clicked,watch_streak_days,engagement_level
60,0.72,0.55,4.8,6,Free,0.47,16,5,29,1
50,0.76,0.27,1.4,3,Basic,0.41,34,5,12,0
63,20.53,0.24,3.7,4,Free,0.04,45,5,1,1
24,9.35,0.14,4.8,10,Free,0.83,23,5,24,2
23,1.09,0.85,2.2,3,Basic,0.78,0,2,25,1
60,,0.62,4.4,2,Basic,0.28,28,3,26,0
32,7.18,0.19,,10,Free,0.61,25,5,11,2
32,14.44,0.18,4.0,7,Free,0.36,43,2,23,2
64,0.36,0.87,1.9,4,Free,0.77,34,2,17,0
48,2.16,0.86,,4,Basic,0.69,50,3,18,0
47,17.64,0.66,1.1,5,Basic,0.09,43,6,23,1
23,0.07,0.41,4.3,4,Premium,0.84,23,1,15,0
34,1.8,,4.4,1,Basic,0.18,45,2,19,0
53,25.56,0.98,3.5,6,Basic,0.17,32,4,1,1
18,7.6,0.8,2.4,4,Free,0.73,25,2,28,1
20,2.43,0.94,1.3,4,Free,0.18,36,3,19,0
28,0.55,0.85,4.0,2,Basic,0.12,38,4,5,0
62,0.23,0.76,3.9,2,Free,0.34,51,1,13,0
61,2.25,0.3,,2,Premium,0.84,57,3,23,0
46,,0.43,3.9,6,Premium,0.18,50,5,2,1
31,4.3,0.19,4.3,1,Basic,0.34,25,2,20,1
47,10.19,0.11,4.0,7,Free,0.29,37,8,18,2
37,20.04,,3.5,3,Basic,0.36,52,3,7,0
44,4.19,,2.7,2,Basic,0.71,49,4,7,0
37,1.7,0.82,4.6,4,Basic,0.41,37,6,5,0
58,5.82,,3.6,10,Free,0.76,10,2,9,1
18,19.1,0.08,2.6,3,Premium,0.64,28,2,10,2
25,13.05,0.47,1.3,4,Basic,0.36,28,4,16,1
57,0.54,0.8,2.2,6,Free,0.43,2,2,10,0
36,9.44,0.79,3.2,5,Free,0.7,8,3,18,1
31,6.79,0.76,2.1,4,Basic,0.53,34,5,22,0
27,19.04,0.35,1.9,3,Free,0.87,56,1,12,1
17,1.05,0.45,3.1,4,Free,0.93,5,2,26,1
56,,0.59,1.7,4,Free,0.72,55,3,23,0
39,16.93,0.97,4.2,5,Premium,0.99,8,1,27,2
50,4.22,0.33,,3,Free,0.6,7,6,2,1
45,,0.92,3.3,3,Free,0.04,26,4,5,0
45,0.58,0.88,1.6,5,Free,0.5,33,3,1,0
62,2.61,0.99,2.3,3,Basic,0.23,50,2,0,0
50,3.14,0.67,2.6,5,Basic,0.33,23,5,15,0
34,23.22,0.46,4.2,4,Premium,0.49,47,4,24,2
23,2.66,0.61,4.1,1,Basic,0.3,4,2,29,1
41,4.94,0.27,1.9,4,Basic,0.31,9,2,26,1
64,8.9,0.27,3.5,7,Free,0.4,19,4,8,1
55,,0.11,2.0,4,Basic,0.29,21,2,20,1
22,5.33,,5.0,3,Free,0.17,11,2,0,0
45,10.73,0.35,4.8,8,Basic,0.77,43,1,17,1
22,16.13,,3.3,4,Free,0.4,28,1,26,2
18,7.87,0.61,3.8,8,Premium,0.83,30,7,16,2
16,8.85,0.1,4.2,2,Basic,0.88,5,5,15,2
51,1.08,0.85,3.9,9,Basic,0.75,45,1,5,0
40,23.32,0.6,3.8,1,Basic,0.4,6,4,17,2
52,1.14,0.86,4.8,3,Basic,0.72,52,2,13,0
16,11.92,0.91,3.4,1,Free,0.16,32,1,16,0
30,2.46,0.18,3.5,4,Free,0.66,45,2,25,1
52,21.7,0.47,4.4,6,Free,0.41,14,4,5,2
28,10.18,0.65,3.7,4,Free,0.66,12,0,10,1
55,11.21,0.03,3.9,6,Free,0.75,23,3,1,2
23,1.98,0.01,1.9,5,Free,0.56,29,8,24,2
20,,0.13,2.5,1,Premium,0.64,32,0,25,1
24,7.69,0.25,1.6,3,Basic,0.21,19,2,2,0
16,11.76,0.43,3.0,4,Free,0.59,18,2,25,2
51,0.88,0.49,2.8,3,Free,0.46,18,0,28,1
50,26.24,0.14,5.0,4,Free,0.43,37,2,7,2
17,17.67,0.67,3.4,0,Free,0.41,23,1,29,2
55,2.52,,4.1,3,Basic,0.31,4,3,8,0
38,13.84,0.29,2.3,5,Free,0.31,21,4,29,2
24,5.84,0.01,4.3,3,Premium,0.7,59,4,9,0
49,4.96,0.08,,1,Free,0.56,21,4,20,1
61,3.02,,3.8,5,Free,0.03,27,2,21,0
29,6.96,0.15,2.2,5,Premium,0.05,16,2,12,1
19,10.47,0.38,3.2,2,Free,0.57,30,4,11,1
45,4.23,0.63,3.5,3,Free,0.85,46,1,9,0
46,7.94,,3.4,5,Free,0.04,6,4,27,2
53,9.61,0.23,4.7,5,Basic,0.51,16,2,20,2
26,,0.34,4.6,2,Free,0.85,11,3,29,2
50,0.43,0.61,4.9,3,Premium,0.0,6,4,13,0
23,15.71,0.86,3.7,3,Premium,0.28,28,3,5,0
18,4.9,0.75,4.9,3,Premium,0.92,44,1,26,1
29,2.44,0.55,4.3,3,Free,0.08,7,1,1,0
28,2.21,0.36,,3,Premium,0.61,3,3,14,1
60,5.28,0.37,2.7,4,Basic,0.51,39,8,27,1
47,17.43,0.88,2.0,5,Free,0.15,53,3,24,1
49,3.8,0.04,1.0,5,Free,0.04,15,2,22,1
60,11.08,0.99,1.8,3,Basic,0.5,15,7,21,1
34,,0.94,1.0,2,Basic,0.74,21,1,29,0
53,5.17,0.68,3.9,9,Free,0.18,10,4,14,1
31,38.32,0.04,,1,Basic,0.69,58,1,26,2
17,11.77,0.61,,5,Premium,0.55,40,6,3,0
55,1.89,0.48,4.0,2,Free,0.36,53,3,25,0
32,5.57,0.11,,1,Free,0.66,59,7,24,1
49,,0.28,,3,Premium,0.19,10,7,10,1
57,145.65,0.89,3.6,3,Free,0.46,4,2,28,1
31,12.12,0.55,2.8,3,Premium,0.55,41,3,6,0
53,,0.41,2.2,4,Basic,0.46,57,1,14,0
17,2.07,0.94,1.9,2,Free,0.4,37,2,19,0
17,20.43,0.71,1.9,3,Free,0.74,47,5,18,1
41,85.6,0.7,2.6,6,Free,0.66,11,0,28,1
28,3.82,0.61,5.0,4,Free,0.64,39,3,13,0
62,,0.51,1.0,3,Basic,0.89,24,4,9,0
46,7.43,0.43,1.8,7,Free,0.99,57,3,23,1
49,6.57,0.59,,4,Basic,0.57,44,3,5,0
54,5.33,0.23,3.9,5,Basic,0.35,12,0,1,0
18,5.62,0.92,2.4,4,Basic,0.78,47,1,6,0
23,1.55,0.89,2.8,1,Premium,0.14,25,5,23,0
38,13.4,0.31,,2,Basic,0.51,10,1,20,2
29,6.24,0.93,2.6,4,Premium,0.52,55,1,2,0
42,1.12,,1.4,8,Free,0.98,39,3,27,0
44,11.62,0.16,3.1,8,Basic,0.99,22,2,7,2
54,21.56,0.29,1.4,3,Basic,0.8,12,2,17,2
54,23.55,0.68,4.2,2,Premium,0.47,32,4,25,2
16,3.68,0.32,3.3,2,Basic,0.55,51,3,14,0
32,1.16,0.79,3.9,2,Free,0.32,51,5,10,0
56,5.85,0.13,2.7,6,Free,0.83,27,3,21,2
45,0.96,0.76,2.5,3,Free,0.75,50,2,22,0
28,21.74,0.07,1.4,6,Free,0.77,3,1,9,2
36,1.62,0.01,3.1,2,Free,0.14,27,5,24,1
34,2.33,,3.1,4,Premium,0.4,33,5,20,0
34,4.18,,2.9,4,Free,0.54,50,5,27,0
40,3.87,0.35,,4,Free,0.12,50,4,26,0
37,12.66,0.23,4.3,4,Premium,0.37,9,3,16,2
46,4.88,0.62,4.0,4,Free,0.09,48,0,25,0
32,1.5,0.51,1.6,3,Premium,0.96,54,1,17,0
38,2.49,0.85,3.5,7,Free,0.75,51,2,23,0
47,5.69,0.98,1.3,2,Free,0.62,7,5,0,0
25,1.28,0.64,3.8,2,Free,0.2,8,0,1,0
25,7.57,0.44,,2,Premium,0.33,17,2,4,0
51,6.67,,1.5,3,Premium,0.14,1,1,9,0
23,10.03,0.68,4.4,2,Premium,0.54,17,2,11,1
35,,0.1,3.5,5,Free,0.82,39,2,12,2
47,,0.33,2.4,2,Premium,0.02,1,2,15,2
29,23.36,0.08,,2,Premium,0.1,21,3,26,2
43,2.25,0.07,3.1,8,Free,0.23,15,3,28,2
61,1.13,0.2,4.7,7,Basic,0.71,36,0,26,1
39,,0.49,3.4,6,Premium,0.89,31,4,2,0
30,18.04,0.78,4.9,1,Free,0.75,9,2,28,2
37,28.62,0.49,1.5,3,Free,0.52,40,2,3,2
45,15.69,0.34,3.3,3,Premium,0.11,33,4,15,1
19,0.93,0.08,,5,Free,0.75,47,2,9,0
28,23.56,0.55,,2,Premium,0.11,15,1,13,2
38,4.4,0.87,1.4,3,Basic,0.35,48,3,20,0
23,0.07,0.61,3.3,2,Free,0.31,33,1,18,0
33,4.67,,3.4,6,Free,0.36,57,5,4,0
27,0.38,0.88,3.9,5,Basic,0.33,36,4,18,0
46,,,4.0,7,Free,0.77,39,2,10,1
29,,0.47,4.1,1,Free,0.17,55,2,16,0
49,,0.97,3.7,2,Free,0.85,33,3,29,1
33,7.6,0.77,1.9,6,Basic,0.86,43,1,6,0
49,16.25,0.9,2.6,6,Premium,0.49,12,5,3,1
26,8.68,0.33,4.1,1,Basic,0.11,47,1,14,0
56,4.55,0.99,4.8,2,Basic,0.58,36,5,29,1
27,13.69,0.1,1.3,5,Free,0.82,11,3,23,2
64,18.88,0.05,3.1,2,Basic,0.29,14,3,3,2
30,1.02,0.86,,3,Basic,0.84,29,8,15,0
46,6.07,0.97,1.9,4,Basic,0.68,30,0,29,0
64,2.68,0.09,3.0,4,Premium,0.99,28,4,26,2
44,0.39,0.11,3.4,6,Basic,0.82,33,1,22,1
41,8.83,0.03,1.0,1,Premium,0.2,31,1,18,1
33,15.89,0.1,4.1,8,Premium,0.45,43,2,1,1
47,,0.21,4.3,2,Free,0.1,22,3,10,0
37,13.39,0.97,,7,Basic,0.07,9,1,18,1
53,15.36,0.67,1.7,4,Premium,0.71,7,2,22,2
32,19.66,0.78,3.4,4,Premium,0.91,20,1,13,2
38,2.47,0.78,2.7,1,Free,0.97,10,5,11,0
39,18.74,0.54,2.3,3,Basic,0.27,11,2,18,2
23,3.09,0.8,3.3,6,Free,0.2,48,2,9,0
56,6.43,0.6,4.1,7,Free,0.56,38,3,7,0
21,0.41,0.9,1.1,6,Premium,0.2,46,3,23,0
20,0.36,,4.9,8,Premium,0.3,18,5,16,1
59,,0.53,4.2,4,Basic,0.84,33,2,22,1
44,4.7,0.82,4.0,2,Free,0.81,37,3,7,0
43,2.37,,4.0,2,Premium,0.9,33,2,8,0
26,1.69,0.41,,6,Free,0.48,45,2,23,0
16,8.87,0.76,,5,Free,0.56,25,5,13,1
58,0.0,0.1,2.5,5,Free,0.77,39,2,14,0
34,13.11,0.78,4.6,7,Free,0.24,15,1,15,1
24,0.66,0.37,,2,Basic,0.82,18,4,25,1
42,1.7,0.04,2.2,1,Free,0.02,49,1,21,0
49,3.91,0.36,3.2,2,Free,0.8,55,5,7,0
59,5.31,0.95,2.3,6,Premium,0.78,28,1,2,0
19,3.51,0.12,2.7,9,Premium,0.3,44,2,1,0
51,3.09,0.92,3.0,4,Free,0.73,37,3,0,0
33,26.58,0.08,4.4,6,Free,0.21,35,5,7,2
30,8.21,0.93,3.1,2,Basic,0.58,20,2,22,1
28,,0.9,2.4,4,Free,0.7,9,2,5,0
34,4.5,0.33,2.0,3,Free,0.71,46,4,27,1
64,16.64,0.39,2.6,1,Free,0.98,22,3,10,2
21,2.87,0.74,3.1,5,Premium,0.18,43,2,2,0
63,0.79,0.6,4.0,3,Premium,0.48,59,3,13,0
27,11.36,0.94,1.5,2,Premium,0.88,51,3,21,0
52,,0.39,1.9,3,Basic,0.56,43,4,4,0
32,6.76,0.49,2.5,5,Basic,0.88,58,6,26,1
38,0.44,0.96,2.4,1,Free,0.43,6,2,20,0
41,1.21,0.21,2.6,2,Basic,0.8,37,2,28,1
44,7.79,0.42,4.2,0,Basic,0.87,4,1,19,2
48,,0.29,2.3,1,Basic,0.85,18,5,28,1
42,5.61,0.77,,2,Free,0.87,45,2,12,0
40,6.3,0.89,3.5,4,Free,0.22,32,4,20,0
25,2.67,0.29,1.9,6,Premium,0.44,23,3,4,0
62,23.72,0.08,3.9,3,Free,0.17,42,5,4,2
38,14.78,0.01,,2,Free,0.18,22,0,9,1
36,10.25,0.43,,6,Free,0.49,21,5,12,1
36,0.65,,4.2,2,Free,0.96,35,2,29,1
58,0.9,0.99,2.0,5,Free,0.59,52,4,9,0
28,5.43,0.47,4.5,8,Free,0.85,45,1,7,0
52,,0.26,3.2,3,Basic,0.94,20,3,1,0
48,,0.89,3.4,4,Free,0.09,17,2,1,2
39,1.38,0.87,4.5,4,Basic,0.16,37,2,21,0
59,,0.6,4.3,6,Free,0.29,26,3,18,1
26,3.62,0.1,3.4,4,Free,0.62,36,1,9,0
32,8.16,0.38,4.0,6,Premium,0.06,48,1,14,0
19,1.11,0.88,2.7,5,Basic,0.79,24,3,26,0
62,4.5,0.59,3.2,4,Basic,0.06,38,5,15,0
40,,0.34,1.2,7,Free,0.16,29,0,9,0
45,17.5,,1.4,9,Free,0.38,42,8,9,1
24,,0.86,4.3,6,Premium,0.56,13,1,25,0
36,19.6,0.27,1.2,4,Free,0.88,33,1,19,2
35,14.32,0.51,1.7,3,Premium,0.96,53,3,26,1
34,2.83,0.96,,4,Basic,0.88,31,6,18,0
34,12.46,0.17,,5,Basic,0.11,30,5,3,1
27,0.25,0.72,2.1,3,Basic,0.63,48,5,28,0
52,27.26,0.61,,5,Free,0.44,1,2,1,2
57,5.98,0.68,3.4,2,Free,0.13,46,0,8,0
32,2.89,0.35,4.1,5,Basic,0.56,38,2,10,0
52,3.6,0.31,3.0,3,Premium,0.36,34,3,2,0
63,,0.93,3.0,2,Free,0.35,22,4,6,0
54,36.34,0.22,3.9,0,Free,0.09,5,4,24,2
43,0.32,0.42,3.0,4,Free,0.98,20,4,24,1
56,8.51,0.19,3.4,6,Basic,0.73,25,2,5,1
50,4.68,0.87,4.6,3,Free,0.28,29,4,0,0
62,23.79,0.97,2.6,3,Premium,0.92,40,4,11,1
63,2.26,0.43,2.5,4,Basic,0.95,41,2,25,1
33,6.08,0.97,1.0,5,Premium,0.81,52,5,17,0
29,5.27,0.14,3.5,2,Premium,0.66,29,4,8,1
50,9.71,0.59,1.1,1,Free,0.38,52,5,4,0
59,0.56,0.2,,2,Free,0.43,7,3,25,1
56,,0.93,4.2,9,Premium,0.46,38,5,12,0
22,1.93,0.87,3.2,4,Basic,0.95,32,7,17,0
56,10.72,0.11,,1,Free,0.76,9,1,14,2
28,,0.91,4.1,5,Premium,0.29,17,1,14,0
33,6.82,0.19,2.1,3,Free,0.62,47,5,5,0
52,,0.61,3.9,2,Free,0.59,35,2,6,0
28,15.82,0.99,3.4,5,Basic,0.81,40,2,12,1
51,22.8,0.88,1.7,5,Premium,0.1,54,3,11,0
46,5.85,0.93,4.6,1,Free,0.7,49,4,25,0
17,3.47,0.34,,3,Free,0.33,10,2,9,0
31,2.13,,5.0,7,Free,0.13,43,6,26,1
24,0.41,0.19,1.0,8,Premium,0.73,7,4,25,2
24,2.5,0.5,2.1,4,Basic,0.33,0,4,26,1
53,8.5,0.79,1.8,5,Free,0.73,7,4,21,1
26,6.1,0.15,1.1,4,Basic,0.16,4,6,0,1
37,23.07,0.66,3.9,1,Free,0.99,0,3,10,2
48,4.04,0.32,3.8,7,Basic,0.8,2,5,15,2
51,9.47,0.34,,3,Premium,0.29,26,4,0,0
60,5.38,0.66,2.0,4,Basic,0.74,44,3,17,0
38,5.75,0.47,2.8,3,Premium,0.14,47,0,10,0
60,2.49,0.81,,4,Basic,0.65,22,3,8,0
60,4.86,,,6,Free,0.06,43,1,13,0
49,5.09,0.79,,5,Basic,0.33,38,4,10,0
24,9.81,0.06,3.5,4,Free,0.98,39,4,0,1
39,22.59,,1.5,4,Basic,0.12,10,1,10,2
23,3.2,0.88,4.1,2,Basic,0.6,44,2,29,0
22,0.34,0.85,3.9,6,Premium,0.07,10,3,8,0
51,5.49,0.25,,5,Free,0.67,35,3,21,1
33,6.29,0.33,1.6,6,Premium,0.28,37,0,28,1
18,1.48,0.54,2.1,8,Premium,0.31,30,3,1,0
43,11.43,0.21,2.6,3,Free,0.34,59,3,9,0
21,33.56,0.81,2.1,7,Premium,0.21,54,5,2,2
59,23.32,0.77,1.9,4,Free,0.94,23,3,24,2
59,1.76,0.15,4.2,5,Free,0.91,18,5,12,1
36,16.66,0.46,3.6,3,Premium,0.87,52,3,25,2
43,9.75,0.77,3.3,4,Free,0.11,31,3,10,0
55,4.84,0.87,1.9,5,Basic,0.23,39,6,17,0
16,6.22,0.63,4.7,9,Basic,0.61,37,4,13,1
51,15.16,0.05,1.8,4,Free,0.97,16,1,4,2
36,5.23,0.61,4.2,6,Basic,0.6,49,4,7,0
58,,,4.9,4,Free,0.33,34,0,9,0
50,5.44,0.83,3.9,5,Free,0.82,11,3,5,0
28,105.76,0.36,5.0,4,Premium,0.14,14,5,14,1
64,1.68,0.28,3.6,5,Premium,0.88,38,4,7,0
25,18.49,0.84,1.9,3,Free,0.97,12,4,21,2
59,8.97,0.05,1.8,2,Free,0.97,29,4,29,2
62,8.03,0.4,2.3,3,Free,0.15,41,2,3,0
25,0.84,0.37,1.0,5,Premium,0.55,18,4,29,1
61,7.41,0.28,3.7,1,Free,0.58,8,2,23,2
28,1.03,0.91,2.1,2,Free,0.19,56,3,28,0
52,0.66,0.75,,4,Premium,0.55,27,3,8,0
53,5.99,0.06,2.4,5,Free,0.65,43,2,4,0
39,4.12,0.94,2.9,1,Free,0.33,59,1,18,0
17,7.11,0.53,4.9,2,Free,0.32,42,4,16,0
37,0.75,0.94,2.0,4,Premium,0.06,55,2,1,0
32,4.51,0.31,3.9,1,Free,0.96,24,4,12,1
51,,0.89,4.0,6,Free,0.8,39,2,16,0
29,34.8,0.5,1.9,3,Premium,0.76,40,0,25,2
25,6.59,0.49,3.0,8,Premium,0.02,3,2,29,2
50,9.3,0.46,2.4,4,Free,0.62,51,2,28,1
40,,0.21,4.1,3,Basic,0.18,36,5,24,1
18,,0.76,3.5,4,Free,0.66,6,0,13,0
62,29.79,0.45,2.9,4,Basic,0.62,40,2,10,2
53,2.7,0.96,,4,Free,0.85,3,4,29,1
32,4.41,0.87,1.9,6,Free,0.26,22,2,6,0
27,8.4,0.68,4.0,5,Basic,0.03,43,3,25,0
39,0.2,0.94,4.5,3,Basic,0.91,43,3,1,0
44,13.3,0.66,,3,Free,0.91,5,3,2,1
58,6.15,0.87,4.1,5,Free,0.46,44,5,10,0
40,2.61,0.83,2.6,6,Premium,0.08,8,2,2,0
51,0.51,,4.9,4,Free,0.5,56,2,0,0
41,1.42,0.6,2.5,6,Basic,0.52,8,1,18,0
53,18.03,0.16,3.6,6,Free,0.82,20,3,13,2
16,9.27,,1.6,3,Basic,0.72,2,2,29,2
35,2.3,,4.9,4,Free,0.07,12,4,27,1
43,,0.74,3.8,6,Free,0.71,37,3,29,1
31,9.39,0.53,,2,Basic,0.14,17,4,16,1
62,6.8,0.41,1.3,2,Free,0.09,54,4,18,0
32,4.15,0.27,4.1,4,Basic,0.4,45,2,18,0
55,3.62,,4.1,3,Free,0.08,30,0,27,0
43,1.96,0.07,,5,Free,0.83,28,2,20,1
27,8.86,0.04,2.2,4,Basic,0.46,54,2,18,1
42,28.23,0.22,3.0,5,Free,0.59,1,2,25,2
57,1.55,0.97,1.4,5,Free,0.58,30,5,18,0
62,126.18,0.98,2.9,5,Free,0.98,37,7,0,0
45,4.42,0.65,2.0,4,Free,0.92,51,3,24,0
56,,0.88,2.4,6,Free,0.85,6,5,10,1
49,2.35,0.21,1.7,5,Free,0.38,39,2,0,0
52,13.95,0.97,1.9,3,Free,0.15,9,3,22,1
21,5.31,0.14,1.3,4,Premium,0.59,12,3,6,1
22,6.27,0.1,4.7,2,Free,0.44,58,3,7,0
47,2.91,,,2,Premium,0.23,0,5,29,2
47,1.61,0.57,,4,Premium,0.1,36,1,6,0
40,,0.89,3.1,2,Free,0.44,24,2,14,0
48,10.02,0.37,3.5,7,Free,0.65,29,1,25,2
22,1.75,0.98,,5,Free,0.63,1,5,15,1
27,9.37,,1.7,5,Basic,0.77,35,2,21,1
31,139.44,0.15,2.2,4,Basic,0.47,23,0,26,1
31,4.3,0.47,4.9,6,Basic,0.32,11,3,7,1
58,5.07,0.68,2.5,3,Basic,0.54,4,5,9,1
51,3.67,,,2,Free,0.98,55,4,3,0
28,0.85,0.46,1.6,2,Premium,0.05,14,2,12,0
22,,0.98,1.1,4,Free,0.53,41,0,3,0
51,8.72,0.27,5.0,4,Premium,0.33,57,3,18,1
62,8.77,0.65,2.1,2,Free,0.11,48,1,28,0
24,,0.99,4.7,7,Free,0.43,45,1,26,0
47,4.93,0.05,,3,Premium,0.64,6,4,23,2
26,1.72,0.89,,5,Basic,0.53,53,3,5,0
23,1.89,,1.1,3,Basic,0.03,1,1,15,0
48,0.19,0.25,1.3,3,Free,0.58,54,3,23,0
38,18.16,0.95,2.9,4,Premium,0.23,2,3,29,2
40,1.89,,2.6,8,Premium,0.34,3,4,23,1
23,2.07,0.33,3.4,2,Free,0.31,47,4,29,0
60,2.62,0.18,2.8,3,Free,0.86,15,3,6,1
37,,0.24,4.7,7,Basic,0.05,26,5,12,0
19,8.16,0.86,3.1,2,Premium,0.35,21,4,2,0
55,,0.61,3.8,5,Basic,0.39,2,3,20,1
18,1.15,0.91,4.6,3,Premium,0.62,48,6,17,0
44,,0.23,1.6,4,Free,0.79,57,3,16,0
56,3.32,0.12,1.9,3,Premium,0.73,16,6,2,1
44,9.85,,,4,Free,0.75,21,0,19,2
49,6.52,0.92,1.6,4,Free,0.19,51,0,3,0
49,2.37,1.0,3.1,0,Free,0.91,6,2,10,0
43,8.42,0.69,2.3,3,Basic,0.41,56,4,17,0
28,0.99,0.88,2.7,5,Free,0.01,29,1,18,0
30,6.15,0.88,4.9,3,Premium,0.67,7,1,7,0
38,4.6,0.78,1.6,4,Premium,0.6,18,5,12,0
59,2.49,0.02,3.2,6,Basic,0.13,6,4,24,2
41,7.41,0.82,1.4,2,Free,0.96,0,3,17,1
19,16.4,0.3,2.3,1,Free,0.56,15,0,21,2
41,54.53,0.15,3.1,7,Free,0.47,49,2,0,2
55,,0.23,4.8,3,Basic,0.4,56,2,19,0
24,4.15,0.47,,4,Free,0.21,57,1,24,0
20,2.04,0.86,1.3,5,Basic,0.95,39,1,16,0
47,2.38,0.29,2.6,3,Basic,0.7,30,8,2,0
35,5.22,0.17,1.6,2,Basic,0.57,38,1,22,0
26,,0.87,,6,Free,0.63,26,2,23,0
30,19.61,,3.5,6,Basic,0.84,9,4,6,2
47,3.67,0.78,1.3,5,Free,0.64,33,2,22,0
43,3.74,0.3,2.9,3,Free,0.11,46,2,5,0
37,3.87,,,3,Premium,0.7,13,6,14,1
56,,,2.7,0,Free,0.56,1,3,6,2
32,8.42,0.14,1.1,4,Premium,0.97,38,2,6,1
41,7.62,0.55,4.9,5,Free,0.73,54,3,11,0
59,3.25,0.61,2.5,9,Free,0.34,21,7,8,0
22,13.63,0.71,4.1,2,Free,0.14,25,5,28,2
57,0.31,0.68,2.3,3,Premium,0.48,43,2,8,0
41,16.37,,2.9,6,Premium,0.68,4,3,10,2
40,5.75,0.88,2.6,6,Free,0.18,37,3,9,0
25,,0.68,2.4,4,Free,0.65,15,1,9,0
60,5.5,0.35,,8,Basic,0.83,11,3,14,1
34,8.81,0.21,2.4,5,Premium,0.16,40,4,15,1
26,,0.37,,7,Basic,0.71,51,2,25,0
28,16.42,0.27,3.8,5,Premium,0.07,43,5,7,1
23,4.74,0.09,1.6,6,Free,0.01,41,7,12,0
55,3.36,0.92,3.4,5,Basic,0.03,16,4,8,0
19,1.19,0.85,4.6,2,Basic,0.63,24,2,13,0
62,4.63,0.22,,1,Free,0.97,23,5,21,2
46,5.49,,1.6,5,Basic,0.77,10,3,19,2
43,4.14,,4.5,0,Premium,0.25,17,8,24,1
26,,0.92,,1,Premium,0.07,35,4,17,0
58,4.37,0.39,,1,Free,0.62,2,3,23,1
16,26.04,0.06,3.1,4,Free,0.0,18,3,1,2
64,7.32,0.23,4.4,2,Free,0.79,5,3,22,2
62,13.18,0.79,4.7,1,Free,0.24,22,3,27,1
53,0.93,0.8,4.7,3,Premium,0.3,39,2,8,0
39,4.05,0.21,,8,Free,0.34,6,2,9,1
62,3.29,,4.7,5,Basic,0.76,46,7,19,1
46,6.74,0.13,1.2,4,Free,0.27,43,3,10,0
56,,0.07,2.1,2,Basic,0.28,46,2,23,1
61,0.65,0.99,3.1,3,Free,0.54,8,6,22,0
41,0.6,0.66,,5,Free,0.46,1,4,9,0
64,15.19,0.54,3.4,5,Free,0.96,57,5,18,1
20,1.91,0.77,2.9,1,Basic,0.26,51,3,0,0
35,8.84,,4.7,4,Basic,0.09,46,4,23,0
56,6.26,,2.0,1,Free,0.54,49,2,28,0
26,,0.02,2.1,7,Free,0.18,44,2,13,1
48,1.07,0.19,4.7,4,Basic,0.41,47,3,8,0
53,1.11,0.65,1.3,1,Premium,0.19,46,3,4,0
42,,0.38,,1,Free,0.88,10,3,11,1
49,23.41,0.98,3.7,7,Free,0.33,2,2,28,2
30,4.29,0.67,3.0,1,Free,0.77,41,3,19,0
47,,0.88,3.8,4,Free,0.95,48,2,17,0
36,7.47,0.2,,9,Free,0.94,29,3,16,2
61,21.33,0.86,,3,Basic,0.52,7,4,19,2
20,14.51,0.32,1.6,5,Premium,0.98,36,2,7,1
21,43.2,0.99,2.6,3,Free,0.66,20,3,24,2
53,0.18,0.16,1.3,1,Basic,0.13,7,1,0,0
37,0.96,0.52,3.2,5,Basic,0.89,46,3,3,0
33,7.52,0.79,3.7,4,Premium,0.47,10,3,11,1
29,13.74,0.43,4.8,7,Basic,0.15,40,1,15,1
25,2.69,0.47,4.0,3,Premium,0.79,56,3,4,0
61,2.19,,,4,Basic,0.62,57,4,17,0
28,12.37,0.43,4.7,8,Premium,0.88,56,1,17,1
46,0.46,0.85,2.9,3,Free,0.83,33,2,18,0
45,3.69,0.05,,5,Free,0.32,38,2,28,1
18,5.64,0.84,3.4,9,Premium,0.26,15,2,12,0
45,6.57,0.95,2.6,4,Basic,0.73,6,2,0,0
21,,0.4,4.4,7,Free,0.57,3,1,7,2
44,3.51,0.02,1.7,4,Premium,0.07,31,1,0,0
23,7.59,0.96,3.2,5,Free,0.18,36,4,19,0
59,7.04,0.01,,5,Free,0.15,45,3,6,0
60,6.35,0.0,,1,Basic,0.59,21,2,18,1
58,,0.62,4.5,5,Basic,0.09,6,0,24,1
59,,0.19,3.0,4,Basic,0.21,12,7,28,2
48,0.71,0.19,,4,Free,0.55,17,2,2,0
32,1.02,0.65,2.6,6,Premium,0.13,41,2,20,0
63,2.03,0.05,2.9,3,Premium,0.25,33,3,28,1
26,5.55,0.31,4.6,3,Free,0.91,12,2,28,2
28,14.68,0.15,4.7,7,Free,0.7,33,4,17,2
26,9.67,0.58,4.6,3,Free,0.31,28,3,20,1
46,12.45,0.66,1.6,4,Premium,0.88,46,5,17,1
43,3.46,0.72,4.4,2,Premium,0.25,4,3,23,1
59,4.15,0.26,4.8,5,Basic,0.59,53,0,24,1
21,,0.09,,6,Premium,0.37,30,3,20,1
56,1.7,0.08,3.1,2,Basic,0.75,10,2,5,0
31,0.51,0.43,,5,Free,0.37,37,4,27,1
19,7.15,0.95,3.2,3,Free,0.25,50,3,29,0
50,,0.22,,4,Free,0.61,59,3,19,2
63,,0.26,2.8,6,Free,0.75,46,5,13,0
41,0.38,0.1,3.9,0,Basic,0.54,3,6,25,2
27,105.63,0.61,,3,Free,0.72,6,3,6,1
